crop,farm_area,soil_type,irrigation,season,region,rainfall,temperature,soil_ph,soil_moisture,seed_cost,fertilizer_cost,pesticide_cost,labour_cost,irrigation_cost,machinery_cost,other_cost,previous_yield,farming_experience,yield_per_acre,expected_market_price,total_cost,total_yield,revenue,profit,profit_per_acre
Cotton,18.58,Sandy,Yes,Zaid,West,814.6,28.6,8.08,48.9,1974.46,4878.55,1605.83,4279.46,2551.04,1640.17,1083.12,7.06,3,6.35,6381.71,334674.6654,117.98299999999998,752933.2909299999,418258.6255299999,22511.228499999997
Maize,11.52,Clay,Yes,Zaid,North-East,521.9,16.0,6.35,44.3,1262.66,3070.94,1580.35,3312.64,3066.14,3562.54,1901.16,22.19,19,20.45,1806.82,204554.0736,235.58399999999997,425657.88287999993,221103.80927999993,19193.038999999993
Groundnut,3.6,Black,Yes,Kharif,North-East,238.4,27.2,5.77,39.7,1738.48,2313.75,1668.14,4170.0,2330.43,2611.56,1267.51,7.37,5,8.39,6955.14,57959.532,30.204000000000004,210073.04856000002,152113.51656000002,42253.75460000001
Tomato,0.65,Sandy,No,Kharif,North,818.8,29.4,6.91,43.1,1508.51,2477.35,2512.49,3508.22,163.2,1751.67,978.72,63.04,0,51.35,1641.87,8385.104,33.377500000000005,54801.51592500001,46416.41192500001,71409.86450000001
Rice,13.6,Laterite,Yes,Kharif,South,845.5,22.6,7.07,39.5,1803.38,3767.28,913.8,6587.39,3067.48,1933.49,869.17,21.87,0,17.31,2239.73,257611.06399999995,235.41599999999997,527268.2776799999,269657.21368,19827.7363
Maize,16.86,Sandy,No,Rabi,Central,410.9,17.9,5.73,28.6,1924.56,3358.69,2077.9,5625.36,665.63,1783.33,721.34,20.8,4,15.38,1896.49,272403.81659999996,259.3068,491772.75313200004,219368.93653200008,13011.206200000006
Sugarcane,15.76,Red,No,Kharif,East,1400.0,23.5,5.64,39.6,2745.21,3954.93,2410.55,4588.92,582.01,2129.85,1410.42,375.61,20,236.37,385.81,280872.9864,3725.1912,1437216.0168720002,1156343.0304720001,73372.0197
Sugarcane,5.27,Red,No,Zaid,South,2220.9,26.6,7.41,23.9,2967.76,4804.5,1229.8,6307.25,346.75,1524.13,1319.85,255.23,10,239.03,288.37,97495.21079999997,1259.6880999999998,363256.257397,265761.046597,50429.0411
Potato,14.14,Alluvial,Yes,Kharif,North-East,746.5,23.0,5.08,63.1,1814.59,4104.58,1669.98,4454.74,1976.25,2380.58,1203.51,64.4,7,68.13,1182.53,248923.81220000001,963.3582,1139199.972246,890276.160046,62961.5389
Maize,11.61,Laterite,No,Kharif,North-East,629.1,12.5,6.69,30.0,1972.16,4299.36,460.69,4797.29,556.68,2762.7,963.69,20.82,11,17.15,2381.06,183583.9377,199.11149999999998,474096.42818999995,290512.49048999994,25022.608999999997
Potato,13.27,Sandy,No,Zaid,North-East,480.2,19.0,5.51,32.4,1866.66,4285.1,1590.05,4448.61,1147.98,3098.53,863.79,49.66,16,73.91,1173.86,229580.5544,980.7856999999999,1151305.1018019998,921724.5474019998,69459.27259999998
Groundnut,9.85,Sandy,No,Kharif,West,879.2,27.5,4.98,11.1,1119.49,3157.2,1971.36,3319.57,0.0,966.13,666.23,8.48,11,8.42,6383.75,110319.80299999997,82.937,529449.07375,419129.27075,42551.19500000001
Sugarcane,14.23,Red,No,Rabi,West,1871.7,26.8,5.2,28.3,2942.77,3310.6,2314.58,4958.14,391.39,2226.79,1335.65,282.37,5,221.59,398.37,248739.26160000003,3153.2257,1256150.522109,1007411.2605089999,70794.88829999999
Maize,1.96,Alluvial,Yes,Kharif,Central,1067.7,26.6,6.17,39.5,1370.19,2712.92,805.53,4427.76,3110.38,2028.16,937.65,18.37,4,20.02,1662.94,30169.476400000003,39.2392,65252.435247999994,35082.958847999995,17899.4688
Wheat,18.21,Clay,No,Kharif,North-East,311.7,20.8,6.35,48.4,1880.94,3490.44,1208.37,4834.03,510.29,2960.01,1604.95,14.27,8,14.47,2189.34,300265.2363,263.49870000000004,576888.2438580001,276623.00755800016,15190.719800000008
Rice,2.96,Red,No,Zaid,North-East,1355.0,22.1,5.32,43.8,809.39,3279.93,1392.76,3694.05,335.53,2317.82,1063.49,17.33,0,12.58,1932.62,38163.1912,37.2368,71964.584416,33801.393216,11419.389599999999
Wheat,18.43,Sandy,Yes,Zaid,North,1060.3,21.5,7.56,48.2,1947.82,3393.86,2180.62,4033.25,1454.97,1796.78,892.13,13.79,4,11.21,2144.19,289340.4949,206.6003,442990.297257,153649.802357,8336.939900000001
Wheat,17.3,Red,No,Kharif,North-East,281.0,23.6,5.92,36.2,1501.13,3407.11,1831.17,3455.4,843.59,2251.06,1114.73,17.63,3,10.42,2394.02,249192.487,180.26600000000002,431560.40932000004,182367.92232000004,10541.498400000002
Cotton,13.43,Red,Yes,Rabi,North-East,787.7,22.8,6.94,52.4,1210.74,3221.93,752.67,3980.23,2661.38,1917.14,984.77,6.89,11,7.2,7660.69,197808.58980000002,96.696,740758.0802399999,542949.4904399998,40428.10799999999
Rice,7.92,Red,Yes,Zaid,South,2008.6,30.5,7.82,39.4,1280.38,3668.57,1089.17,5233.49,1646.63,1829.9,1707.14,16.78,2,14.16,1666.91,130325.81760000002,112.1472,186939.289152,56613.47155199999,7148.165599999998
Tomato,3.13,Loamy,No,Zaid,North,456.8,19.9,5.61,26.4,976.91,4286.84,2694.46,3497.04,0.03,2908.17,1100.71,68.4,6,61.14,1290.8,48402.8208,191.3682,247018.07256,198615.25176,63455.352000000006
Sugarcane,2.8,Red,No,Rabi,North,2063.4,26.8,6.21,30.2,2764.83,3304.72,1977.73,4933.69,130.25,2074.54,1365.45,304.74,8,228.56,329.48,46343.38799999999,639.968,210856.65664,164513.26864000002,58754.738800000014
Sugarcane,7.96,Black,No,Kharif,South,1618.0,27.3,7.83,23.5,2056.62,2559.45,2031.63,4681.59,780.39,2126.91,1202.45,331.88,7,262.41,373.7,122894.7584,2088.7836,780578.4313200001,657683.67292,82623.577
Cotton,5.85,Loamy,Yes,Kharif,North,873.9,28.4,6.64,57.1,1163.69,3932.59,2270.73,2282.35,2494.68,1221.55,650.96,6.9,2,8.16,5931.71,81996.81749999999,47.736,283156.10855999996,201159.29105999996,34386.20359999999
Sugarcane,19.67,Clay,Yes,Kharif,North-East,1544.5,26.8,5.57,40.0,2176.2,3695.23,1301.96,3603.68,2662.59,1307.09,1173.66,197.1,0,327.48,366.95,313154.4647,6441.531600000001,2363720.0206200005,2050565.5559200007,104248.37600000002
Tomato,17.08,Laterite,No,Rabi,West,669.8,29.6,6.05,34.4,1486.31,3573.19,1524.41,5479.05,515.48,2877.53,516.1,93.12,13,57.55,1184.46,272802.9556,982.9539999999998,1164269.6948399998,891466.7392399998,52193.602999999996
Maize,19.04,Black,No,Rabi,South,708.3,13.8,5.76,5.2,618.17,4211.71,1904.09,4109.79,350.88,2272.57,1122.74,23.86,9,18.23,2217.81,277792.648,347.0992,769800.076752,492007.42875200004,25840.726300000002
Wheat,12.8,Alluvial,No,Kharif,North-East,494.9,21.4,7.43,37.6,1066.89,2402.74,2302.55,3855.6,0.0,2696.9,703.31,14.37,10,15.48,2636.85,166758.272,198.144,522476.0064,355717.7344,27790.448
Groundnut,15.88,Loamy,No,Kharif,North,690.9,22.5,5.63,21.8,1981.71,2612.35,2047.14,4532.37,1021.65,1828.84,841.05,10.99,0,10.28,6513.08,236057.9468,163.2464,1063236.862912,827178.9161119999,52089.35239999999
Potato,9.26,Red,Yes,Rabi,West,604.0,18.8,5.37,24.0,1375.29,3188.09,1519.8,5693.86,1935.6,3286.36,606.21,76.75,5,82.74,1002.11,163024.24459999998,766.1723999999999,767789.0237639999,604764.779164,65309.371399999996
Sugarcane,11.5,Black,Yes,Rabi,North-East,1672.9,43.2,5.73,32.7,1993.45,2833.07,1980.11,2823.49,2452.64,1565.05,800.66,265.1,12,270.42,377.1,166157.40499999997,3109.8300000000004,1172716.8930000002,1006559.4880000001,87526.91200000001
Rice,2.19,Laterite,No,Kharif,West,1111.4,22.3,6.49,25.2,935.55,4348.95,2258.5,3232.39,938.05,2234.95,862.63,18.75,7,14.82,2506.92,32436.133799999996,32.455799999999996,81364.094136,48927.960336000004,22341.5344
Sugarcane,14.12,Loamy,No,Kharif,West,1444.8,20.4,5.81,36.7,2838.4,3398.94,888.44,3769.62,363.94,1680.58,756.76,296.78,1,241.86,279.54,193397.1216,3415.0632,954646.766928,761249.645328,53912.8644
Cotton,10.47,Alluvial,No,Zaid,South,488.5,27.3,8.68,23.4,975.3,3958.56,1117.11,2727.63,1214.75,2319.04,793.68,5.88,4,5.36,6601.65,137220.5529,56.119200000000006,370479.31668000005,233258.76378000004,22278.774
Rice,19.64,Black,Yes,Rabi,South,984.5,32.6,7.75,62.8,1513.29,3595.45,1853.59,4232.22,1868.99,2014.27,1266.96,21.45,8,15.54,2215.41,321011.28280000004,305.2056,676155.538296,355144.25549599994,18082.701399999998
Sugarcane,14.64,Loamy,No,Rabi,North-East,1218.6,37.4,6.4,29.8,2055.67,4312.66,2092.37,4258.36,0.0,2922.21,1189.36,237.02,11,246.9,338.74,246400.42320000002,3614.6160000000004,1224415.0238400002,978014.6006400001,66804.276
Maize,8.82,Loamy,Yes,Rabi,Central,964.1,30.4,7.36,54.6,1342.38,2767.82,837.09,5275.78,3275.65,1322.4,595.48,20.83,6,17.5,2027.64,135974.41199999998,154.35,312966.234,176991.82200000001,20067.100000000002
Maize,16.48,Alluvial,No,Kharif,East,438.9,11.9,5.38,35.9,2007.74,4519.69,2032.78,5016.14,12.72,2498.47,888.24,22.45,0,15.23,2047.68,279760.8544,250.99040000000002,513948.0222720001,234187.16787200008,14210.386400000005
Tomato,18.72,Black,Yes,Zaid,East,384.3,20.3,5.79,47.1,1284.32,3786.03,1838.83,5536.89,1778.13,2262.58,1247.11,75.1,1,87.38,1412.99,331978.42079999996,1635.7535999999998,2311303.4792639995,1979325.0584639995,105733.17619999999
Sugarcane,1.74,Alluvial,Yes,Zaid,Central,1626.5,20.1,7.72,47.4,2218.85,4192.92,1586.03,3856.6,3085.36,1735.86,1291.4,259.38,0,292.62,359.99,31262.6148,509.1588,183292.076412,152029.46161199998,87373.25379999999
Tomato,0.74,Laterite,Yes,Zaid,South,548.6,23.6,7.7,82.2,1517.36,4475.85,1843.79,3695.29,2174.38,1981.11,828.27,57.1,0,79.56,1409.46,12221.877000000002,58.8744,82981.111824,70759.234824,95620.5876
Tomato,3.54,Black,Yes,Zaid,North,381.9,20.6,7.11,26.8,1090.0,3740.65,1482.66,4593.29,2556.9,1617.94,952.37,71.01,30,87.25,1468.46,56759.687399999995,308.865,453555.89790000004,396796.21050000004,112089.32500000001
Wheat,16.87,Alluvial,No,Kharif,East,808.6,26.4,6.23,43.3,1704.09,2808.22,2266.13,4986.06,1137.76,1527.46,822.35,14.79,3,11.86,2501.25,257302.42090000003,200.0782,500445.59775,243143.17685,14412.755
Sugarcane,1.82,Laterite,No,Zaid,North,1294.2,25.3,5.51,28.6,2258.54,2430.76,2180.51,4517.97,546.56,1124.96,1048.78,242.97,14,240.56,369.28,25676.7056,437.8192,161677.87417599998,136001.16857599997,74725.91679999998
Rice,1.62,Black,Yes,Rabi,Central,935.7,34.1,6.78,45.2,1500.76,4528.45,1193.55,7019.62,2644.41,2469.31,1118.66,16.67,12,18.39,2045.07,33169.11120000001,29.791800000000002,60926.316426000005,27757.205226,17134.077299999997
Potato,0.76,Black,Yes,Kharif,East,351.3,11.7,5.18,48.4,1110.59,2853.88,2795.2,3687.24,2782.77,3501.72,1140.94,63.71,18,57.37,1321.21,13582.9784,43.6012,57606.341452,44023.363052,57925.4777
Groundnut,9.83,Laterite,Yes,Zaid,West,467.9,19.6,6.31,45.7,2050.74,2635.94,1123.77,5343.15,2365.47,1469.67,1163.67,12.04,6,10.77,5500.37,158778.1903,105.8691,582319.221567,423541.031267,43086.5749
Maize,8.48,Alluvial,Yes,Rabi,North,849.9,12.0,4.63,38.5,895.09,4328.24,1323.23,5624.66,2782.21,2699.17,558.37,16.2,0,16.63,1572.59,154429.0256,141.0224,221770.416016,67341.39041600001,7941.2017000000005
Cotton,8.68,Sandy,Yes,Rabi,East,975.5,36.1,7.69,33.2,1184.65,3961.94,1890.69,4640.77,2227.64,1331.41,788.38,7.63,9,4.47,5849.37,139101.1664,38.7996,226953.21625199998,87852.049852,10121.2039
Sugarcane,8.45,Black,No,Zaid,East,2050.9,29.6,6.84,32.1,2298.51,3552.63,2253.43,5416.77,0.0,3313.16,1158.64,265.99,3,274.31,302.26,152042.033,2317.9195,700614.34807,548572.31507,64919.80060000001
Rice,19.64,Loamy,No,Rabi,North-East,925.5,25.4,6.67,27.8,1659.93,3010.99,2326.39,4676.12,0.0,1697.24,1721.0,13.43,13,19.76,2555.75,296400.3988,388.0864,991851.8168,695451.4180000001,35409.950000000004
Potato,17.84,Laterite,Yes,Kharif,Central,650.4,22.7,4.25,59.1,1531.24,3072.55,1153.46,5686.75,1938.1,2122.86,989.87,50.3,4,49.11,1055.93,294267.7672,876.1224,925123.925832,630856.158632,35361.8923
Groundnut,2.67,Sandy,No,Kharif,North-East,690.7,20.4,5.16,47.8,1203.38,2802.71,1277.7,5210.04,393.61,1963.95,1085.5,7.95,11,8.73,6972.66,37211.4963,23.3091,162526.429206,125314.932906,46934.4318
Sugarcane,0.86,Loamy,No,Kharif,West,2552.2,17.3,6.07,23.3,2596.2,3478.83,1395.62,5007.71,0.0,1822.57,1595.25,295.39,11,143.15,413.24,13670.7148,123.10900000000001,50873.563160000005,37202.84836,43259.126000000004
Wheat,6.8,Loamy,No,Zaid,East,389.1,21.6,7.22,11.6,1761.5,2276.02,1880.63,5517.27,211.71,2069.03,852.93,11.25,4,15.61,2596.39,99069.812,106.148,275601.60572,176531.79372,25960.5579
Maize,2.62,Black,Yes,Rabi,North-East,926.5,27.3,6.33,62.6,1162.71,3308.9,1687.09,3770.58,1691.95,1342.71,1274.3,22.51,9,25.07,1911.13,37304.1888,65.6834,125529.51624200001,88225.32744200001,33673.7891
Potato,5.26,Black,Yes,Kharif,South,567.8,16.5,6.34,47.8,1743.33,3915.14,1547.88,3703.27,1981.76,2640.59,1059.01,50.34,8,70.96,1245.22,87268.5548,373.24959999999993,464777.86691199994,377509.31211199996,71769.8312
Potato,1.93,Alluvial,No,Kharif,South,435.4,13.8,4.62,18.8,1085.13,3587.06,1466.93,5842.82,327.31,1491.23,794.52,59.05,0,53.71,1208.21,28168.35,103.66029999999999,125243.41106299999,97075.061063,50297.9591
Rice,4.37,Clay,Yes,Zaid,Central,2065.1,25.3,6.05,62.0,1745.52,2473.02,1800.66,3822.85,2614.73,2299.94,1108.77,15.37,13,16.28,2192.05,69332.1913,71.1436,155950.32838000002,86618.13708000001,19821.084000000003
Rice,3.24,Clay,No,Kharif,East,1183.5,30.7,6.7,27.0,1338.74,4956.76,859.66,6183.63,561.1,1937.03,1079.73,18.96,2,17.83,2365.36,54809.94600000001,57.7692,136644.95491200002,81835.008912,25257.7188
Wheat,16.81,Laterite,No,Rabi,East,701.2,22.8,7.64,32.3,1504.61,4132.0,1150.48,3022.02,724.1,2143.41,660.81,10.87,2,13.56,2840.35,224202.1983,227.9436,647439.6042599999,423237.40595999995,25177.716
Potato,9.93,Sandy,Yes,Zaid,North,376.6,12.2,5.77,58.4,2075.68,4186.87,1267.89,4868.04,3904.19,3065.47,1437.16,57.8,1,72.29,1060.94,206596.629,717.8397,761584.851318,554988.222318,55890.0526
Cotton,12.74,Clay,Yes,Zaid,North,834.7,29.4,6.58,63.4,1065.83,3230.13,1651.87,6968.38,1529.79,2474.15,1364.5,8.15,8,6.71,7301.73,232946.44100000002,85.4854,624191.309742,391244.86874199996,30709.958299999995
Groundnut,5.02,Sandy,No,Rabi,Central,786.8,14.7,6.71,30.5,1244.92,4336.91,1054.31,5734.77,516.02,1491.72,1281.02,9.49,11,7.27,6938.67,78611.5434,36.4954,253229.53711799998,174617.99371799998,34784.4609
Groundnut,16.17,Laterite,No,Zaid,South,456.1,25.2,6.94,49.5,2613.64,4116.96,2109.98,3265.62,1534.18,1379.69,1022.54,7.8,8,8.74,6974.56,259409.00370000003,141.32580000000002,985685.2716480001,726276.2679480001,44915.0444
Maize,9.64,Sandy,No,Rabi,East,772.4,28.5,6.54,21.5,1461.63,3809.87,1667.16,4073.35,1866.58,1937.38,1254.62,25.0,10,21.2,1855.63,154920.48760000002,204.368,379231.39184,224310.90423999997,23268.765999999996
Rice,4.59,Loamy,Yes,Zaid,North,1673.7,23.7,7.42,56.6,1463.11,3813.64,2147.02,4393.37,2272.71,1615.95,1777.05,21.94,2,16.43,2352.35,80246.2815,75.41369999999999,177399.417195,97153.13569499999,21166.260499999997
Cotton,9.82,Black,Yes,Kharif,North-East,553.7,31.5,8.94,30.6,1905.07,3654.42,2483.23,5319.77,2527.32,2751.37,975.76,5.89,19,6.89,6948.67,192638.3508,67.6598,470145.62246600003,277507.271666,28259.3963
Groundnut,16.79,Alluvial,Yes,Zaid,West,500.3,31.5,6.26,27.6,1616.64,4292.18,2111.74,4588.58,2725.68,1439.09,1463.12,9.31,8,10.32,4904.1,306199.7337,173.2728,849747.13848,543547.40478,32373.282
Tomato,1.95,Laterite,Yes,Kharif,North,722.1,27.5,5.8,35.2,1730.68,3541.22,2204.08,4144.77,2886.2,1794.59,1303.73,79.86,8,76.29,1358.91,34330.2765,148.7655,202158.92560500003,167828.64910500002,86065.97390000001
Groundnut,13.95,Red,Yes,Zaid,West,210.7,24.8,5.24,32.4,2144.66,3635.41,1955.87,4968.48,2072.48,2656.17,1028.11,8.39,8,7.79,5690.12,257533.46099999998,108.67049999999999,618348.18546,360814.72445999994,25864.854799999997
Wheat,14.67,Alluvial,Yes,Kharif,North,660.9,20.3,7.33,50.6,1665.64,3779.97,1923.99,3934.97,3584.88,2205.18,798.96,14.6,2,20.42,2545.42,262498.9653,299.56140000000005,762509.5787880002,500010.6134880002,34083.88640000001
Maize,6.04,Alluvial,No,Zaid,North,545.7,20.7,5.27,21.5,1171.73,4797.54,1613.45,2714.0,544.64,2469.42,842.82,14.35,1,18.63,2190.82,85487.744,112.5252,246522.458664,161034.714664,26661.3766
Sugarcane,3.93,Black,Yes,Zaid,Central,1565.7,28.5,6.43,47.1,2078.42,3508.52,1800.53,3520.01,2868.78,3267.61,971.25,249.12,15,394.43,381.85,70799.4216,1550.1099000000002,591909.465315,521110.04371500004,132597.9755
Groundnut,16.1,Red,No,Rabi,North-East,906.7,25.0,6.13,44.5,1555.78,3702.1,1377.13,4120.03,1665.86,2477.19,952.77,11.26,1,9.56,6008.74,255198.84600000005,153.91600000000003,924841.2258400001,669642.3798400001,41592.6944
Rice,7.25,Red,No,Rabi,South,1058.0,26.5,7.51,20.1,828.08,2986.9,1747.38,4148.58,0.0,2028.15,1171.65,18.94,18,16.24,1665.86,93602.865,117.74,196138.3564,102535.49139999998,14142.826399999998
Groundnut,7.85,Black,No,Rabi,North-East,689.2,22.5,5.98,58.0,1263.9,2784.77,1814.07,5488.73,384.46,2823.85,204.98,8.6,3,7.99,5961.47,115903.36599999998,62.7215,373912.34060500003,258008.97460500005,32867.38530000001
Rice,2.67,Red,No,Zaid,West,1393.2,24.5,7.21,39.0,1696.3,1698.11,1455.78,4345.24,1207.71,1014.46,847.61,15.78,8,15.6,2241.08,32748.110699999997,41.652,93345.46416,60597.353460000006,22695.638000000003
Maize,19.59,Clay,No,Rabi,South,878.9,20.6,6.36,39.8,1417.34,4298.45,1962.39,3789.8,0.0,3225.68,1268.11,18.43,0,18.75,1704.06,312691.0743,367.3125,625922.53875,313231.46444999997,15989.354999999998
Maize,12.78,Laterite,Yes,Rabi,East,402.6,24.8,5.94,58.3,1768.58,3080.33,1786.36,4058.77,2612.79,2338.3,941.95,16.02,13,20.22,1980.13,211982.88239999997,258.41159999999996,511688.56150799996,299705.679108,23451.1486
Groundnut,6.77,Alluvial,Yes,Zaid,South,708.9,23.8,6.73,71.4,1958.34,3354.52,1271.21,4892.61,2386.23,2763.79,1167.2,9.88,11,10.63,5755.33,120464.70300000001,71.9651,414182.898983,293718.195983,43385.2579
Potato,16.95,Laterite,Yes,Zaid,North-East,310.1,16.8,4.86,67.6,741.39,3559.93,1461.48,5155.99,2916.6,2373.89,945.14,76.83,13,65.29,1176.12,290767.41899999994,1106.6655,1301571.42786,1010804.00886,59634.4548
Potato,16.19,Alluvial,Yes,Kharif,East,407.9,17.1,4.38,57.5,1800.02,3889.32,1734.52,5034.39,2459.37,1777.28,1578.31,54.46,7,71.73,1174.75,295843.2699,1161.3087,1364247.3953250002,1068404.1254250002,65991.60750000001
Maize,15.48,Loamy,Yes,Kharif,South,830.0,22.6,6.14,35.6,1615.74,4063.72,1837.02,4634.85,3036.38,1825.23,1451.31,18.48,0,25.97,1715.36,285826.59,402.0156,689601.479616,403774.88961599994,26083.649199999996
Rice,10.23,Laterite,Yes,Zaid,North-East,1040.3,25.4,4.49,37.8,1784.27,3724.15,1538.73,4295.44,3434.27,2735.51,869.33,15.4,5,23.66,1864.7,188044.79100000006,242.04180000000002,451335.34446000005,263290.55345999997,25737.101999999995
Rice,7.73,Sandy,Yes,Kharif,Central,1479.2,32.6,6.03,41.8,1523.38,4432.75,1959.52,3445.41,2610.27,1532.31,1088.95,19.64,0,17.79,2410.28,128260.7207,137.51670000000001,331453.7516760001,203193.03097600007,26286.291200000007
Cotton,19.61,Loamy,No,Rabi,North,1437.9,29.6,7.85,35.2,893.73,2903.21,1905.25,4134.48,909.92,3255.96,1271.47,7.77,1,3.83,7373.61,299523.53219999996,75.1063,553804.564743,254281.032543,12966.9063
Rice,2.42,Black,Yes,Kharif,South,1610.8,24.4,7.57,60.6,2090.08,2769.08,1975.1,5448.84,2309.18,3084.87,577.77,16.25,3,18.45,2191.38,44176.9064,44.648999999999994,97842.92562,53666.019219999995,22176.040999999997
Rice,12.75,Laterite,No,Zaid,South,1835.6,31.2,6.08,17.4,1611.63,3168.74,1570.72,4469.8,767.29,2321.63,1567.49,17.47,2,10.56,1682.82,197335.575,134.64000000000001,226574.88480000003,29239.309800000017,2293.2792000000013
Groundnut,8.97,Red,Yes,Kharif,Central,347.7,25.0,6.99,55.4,1745.59,3304.24,2008.68,3891.6,3657.1,2165.67,836.51,8.5,12,12.54,6146.27,157956.22830000002,112.4838,691355.805426,533399.5771260001,59464.8358
Rice,7.14,Alluvial,No,Zaid,North-East,1399.9,33.5,4.73,33.2,1677.6,2963.72,1347.76,5018.82,936.49,1916.19,756.52,17.69,13,14.04,2556.38,104366.094,100.2456,256265.846928,151899.752928,21274.4752
Rice,2.56,Red,Yes,Rabi,West,1508.3,25.3,6.5,32.6,1074.19,2367.51,1553.19,5518.04,1721.82,1485.71,1255.44,15.39,9,23.86,2174.64,38338.304,61.0816,132830.490624,94492.186624,36911.0104
Wheat,7.34,Clay,Yes,Zaid,North-East,462.9,21.5,7.51,50.6,1686.05,3410.74,2154.78,4351.44,2523.81,1368.79,788.34,10.05,3,18.23,1731.48,119524.19299999997,133.8082,231686.222136,112162.02913600003,15280.930400000005
Groundnut,12.45,Alluvial,Yes,Zaid,North-East,623.9,28.7,6.92,33.1,1246.75,3920.93,1727.8,5443.41,2476.65,2082.61,1179.35,7.42,1,10.31,5155.09,225064.87499999994,128.3595,661704.774855,436639.899855,35071.477900000005
Rice,5.55,Sandy,No,Kharif,North,570.6,23.5,7.06,32.6,1465.72,3425.51,1773.95,4996.75,0.0,1782.49,599.21,16.74,14,12.18,2330.65,77942.1465,67.59899999999999,157549.60934999998,79607.46284999998,14343.686999999996
Potato,0.82,Sandy,Yes,Rabi,West,382.5,19.4,5.81,38.9,1194.52,3753.43,2007.26,3202.2,1850.31,1543.81,1029.89,57.97,13,88.82,1362.39,11956.764399999998,72.83239999999999,99226.133436,87269.369036,106426.05980000002
Maize,9.79,Alluvial,Yes,Zaid,North-East,1075.8,12.5,5.83,59.2,1851.41,4003.5,1586.16,3353.4,2543.85,2001.94,797.54,15.28,8,15.42,2071.9,157989.06199999998,150.96179999999998,312777.75341999996,154788.69142,15810.898000000001
Wheat,12.01,Red,Yes,Rabi,East,788.5,17.4,6.97,32.6,1067.8,3829.75,1507.16,4009.95,2335.46,1168.14,669.31,15.84,0,16.53,2038.37,175196.71569999997,198.52530000000002,404668.015761,229471.30006100002,19106.686100000003
Potato,14.43,Laterite,No,Rabi,East,827.0,19.7,5.81,23.0,1579.84,3415.78,2082.72,5888.6,1098.19,2065.53,1075.38,59.6,10,41.91,1325.91,248283.15720000002,604.7612999999999,801859.0552829999,553575.8980829999,38362.84809999999
Groundnut,17.51,Red,No,Zaid,West,743.2,20.7,5.96,27.9,2008.75,3592.47,1581.21,5744.53,255.32,1940.32,749.0,10.02,0,8.81,5972.9,277911.716,154.2631,921398.06999,643486.35399,36749.649
Cotton,18.54,Black,Yes,Kharif,Central,960.4,25.1,5.61,42.6,1719.21,3336.58,959.58,5914.36,2998.18,1147.25,992.76,6.44,6,7.46,5358.29,316439.23679999996,138.3084,741096.516636,424657.27983600006,22904.923400000003
Wheat,13.11,Loamy,Yes,Zaid,North,746.1,19.7,6.8,44.5,1540.04,4950.56,893.46,3291.45,1899.66,2459.7,1284.46,9.95,7,18.97,2073.69,213946.41629999995,248.69669999999996,515719.8598229999,301773.443523,23018.5693
Groundnut,11.17,Laterite,Yes,Rabi,North-East,556.4,13.4,5.89,37.1,1066.95,3730.58,1214.56,4371.81,2512.35,2736.12,466.87,8.69,0,8.14,5584.57,179828.51080000005,90.9238,507770.32576599997,327941.8149659999,29359.159799999994
Cotton,12.11,Sandy,Yes,Zaid,North,714.1,29.6,6.65,48.9,2275.47,4826.97,1999.76,4050.97,2778.17,2582.35,746.67,8.78,2,7.57,7206.83,233242.95959999994,91.6727,660669.564541,427426.6049410001,35295.34310000001
Groundnut,5.74,Loamy,Yes,Kharif,North-East,885.2,19.2,6.03,45.2,1566.97,4325.05,1768.92,4073.96,3283.86,2116.15,825.9,12.14,11,11.65,6372.02,103095.04940000003,66.87100000000001,426103.3494200001,323008.3000200001,56273.22300000001
Cotton,3.63,Loamy,No,Rabi,East,826.4,22.9,6.22,18.0,1638.27,3318.14,2383.36,4542.28,141.01,1501.22,1296.2,4.85,12,6.36,5308.56,53798.342399999994,23.0868,122557.663008,68759.32060800001,18941.961600000002
